Smiles,docking score
CSc1ccccc1CN(CC(C)C)C1CCNCC1,-3.514
CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,-3.514
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1cc(-c2ccccc2Cl)n[nH]1,-3.514
COc1cccc(OC)c1C(=O)N1CC2CN(c3cnc4ccccc4n3)CC2C1,-3.514
C[C@H]1CC[C@H]([C@H](NC(=O)c2cccc(-n3cnnn3)c2)C(=O)N2C[C@@H](Cl)[C@H]3OCC(=O)[C@H]32)CC1,-3.514
C[C@@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)c1ccc(F)cc1,-3.514
COc1cc2c(cc1Cl)nc(OC)n2CCNC(C)=O,-3.514
CC(CN1CCn2c(nc3c2c(=O)n(C)c(=O)n3C)C1)c1ccccc1,-3.514
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C(C)C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,-3.514
O=C(N[C@H]1CC(=O)N(CCN2CCN(c3cccc(Cl)c3)CC2)C1=O)c1ccccc1,-3.514
CCCNC1CCc2cccc(OC)c2C1,-3.514
CC(C)([C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N)S(=O)(=O)CCCc1ccccc1,-3.513
Cc1cc(OCCCn2ccc3cc(OCc4ccccc4C(=O)O)ccc32)cc(C)c1Cl,-3.513
CCCCCCC[C@H]1O[C@@H]1C(OC(=O)c1ccc(I)cc1)C(=O)NC1CCCCC1,-3.513
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2cc(F)ccc2F)CC1,-3.513
COc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1N1CCN(C)CC1,-3.513
Cc1nc(-c2ccccc2)nc(OCCCN2CCCC2)c1C,-3.513
CC1(C)CN2CCNCc3cccc1c32,-3.513
FCCOc1cccc(CN2CCN(c3ccc(Cl)cc3)CC2)c1,-3.513
CCCCC(NC(=O)[C@@H]1C2CCC(C2)N1C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCCC1)C(=O)C(=O)NCC(=O)N[C@H](C(=O)N(C)C)c1ccccc1,-3.513
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](NCC(=O)O)CC[C@@]3(OCCCc2ccccc2)[C@H]1C5,-3.513
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3cccc(F)c3)CC2)CC1,-3.513
CNc1nc(Nc2cc(F)c(C(=O)N3C[C@@H](C)O[C@@H](C)C3)cc2OC)ncc1C(F)(F)F,-3.513
O=C(CN1CCc2cc(-c3cccc(Cl)c3)ccc2C1C1CCN(C2CCCC2)CC1)Nc1cc(Cl)cc(Cl)c1,-3.513
Fc1ccc(CN2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)c(F)c1,-3.513
O=C(O)c1ccc([N+](=O)[O-])c(COc2ccc(/C=C3\SC(=S)N(c4ccc([N+](=O)[O-])cc4)C3=O)cc2)c1,-3.513
Clc1ccc(-n2cc(CN3CCN(c4ccccc4)CC3)nn2)cc1,-3.513
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2ccccc2)cc1,-3.513
CCCCCn1cc(C(=O)c2ccc(CCC)c3ccccc23)c2ccccc21,-3.513
CCCC(=O)N(Cc1ccc2c(c1)OCCO2)c1cc(-c2nnn[nH]2)ccc1F,-3.513
COc1cccc(-c2cc(NC(C)=O)nc(-c3cccc(OC)c3OC)n2)c1OC,-3.512
O=C(c1ccc(Br)o1)N1C[C@H]2CN[C@@H](C2)C1,-3.512
CC(C)C[C@H](NS(=O)(=O)c1cccc(Cl)c1)C(=O)N[C@H](C#N)Cc1ccccc1,-3.512
Cc1c(CC(=O)O)c2cccnc2n1Cc1ccccn1,-3.512
CCOC(=O)C1=C(C)N(C)C(=O)NC1c1ccsc1,-3.512
CCCCC(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1cc(F)cc(-c2nnn[nH]2)c1,-3.512
CCOC(=O)C1=C(C)N(C)C(=O)NC1c1ccco1,-3.512
COc1ccccc1N1CCN(CCCOc2ccc(-c3cn4cc(C)ccc4n3)cc2)CC1,-3.512
Cc1ccc(C(=O)c2cn(CC[N+]3(C)CCOCC3)c3ccccc23)c2ccccc12,-3.512
Nc1ncc(-c2cc(N3C[C@@H]4C[C@H]3CO4)nc(C3CCC(F)(F)C3)n2)cc1OC(F)F,-3.512
O=C(N[C@@H](COCc1ccccc1)CN1CCc2cc(F)ccc21)O[C@@H](CC1CCCCC1)C(=O)N1CCOCC1,-3.512
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2C(F)(F)F)C(=O)O1)S(=O)(=O)c1ccc(CO)cc1,-3.512
COc1ccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)cc1,-3.511
CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,-3.511
O=S(=O)(c1ccccn1)c1ccccc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,-3.511
COC1(CC(C)C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,-3.511
O=C1N(Cc2cccc(-n3cccn3)c2)CCCC12CCN(c1cnc3ccccc3n1)CC2,-3.511
c1nc(CC2CCCCC2)c[nH]1,-3.511
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccco1,-3.511
Nc1nc(-n2cccn2)nc(-n2cccn2)c1Br,-3.511
CC(C)(C)c1nc(N2CCN(CCCCn3ccc(C(F)(F)F)cc3=O)CC2)cc(C(F)(F)F)n1,-3.51
Cc1ncc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cc1F,-3.51
Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3F)c2n1,-3.51
Cc1ccc(NCCN2CC[C@@]3(C)c4cc(O)ccc4C[C@@H]2[C@@H]3C)c(C)c1,-3.51
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/[N+](=O)[O-])Cc1ccccc1,-3.51
Cc1ccc(-n2nccn2)c(C(=O)N2C3CCC2C(COc2nc(C)cnc2C)C3)c1,-3.51
O=C(Nc1ccccc1-n1cccc1)[C@@H]1CCCN1C(=O)CSc1nc2ccccc2s1,-3.51
CNc1nc(Nc2cc(C)c(-n3nnnc3COC)cc2OC)ncc1C(F)(F)F,-3.51
CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1csc(N)c1)C(C1CCCCC1)C1CCCCC1,-3.51
COc1cc(OCC(=O)N2CCC(c3ccccc3)CC2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,-3.51
Cc1ccc2c(c1)Cc1c(C(=O)NC3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2,-3.51
OC[C@@H]1[C@@H]2CN(Cc3ccccc3)[C@@H](c3ccccc3)[C@@H]2[C@H]1N1CCCC1,-3.51
CC[C@H](C)[C@@H]1NCCCCCCCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)N(C)C1=O,-3.509
CCC(=O)N(Cc1ccccc1)c1cccc(-c2nnn[nH]2)c1,-3.509
Nc1ncc(-c2cc(N3C[C@@H]4C[C@H]3CO4)nc(N3CC[C@H](F)C3)n2)cc1OC(F)F,-3.509
O=S(=O)(Cc1cccc(I)c1)N1CCN(Cc2ccccc2)CC1,-3.509
N#Cc1nc(N2CCOCC2)nc(N(Cc2ccc(F)cc2F)C2CCCC2)n1,-3.509
Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccc(F)cc3)c3cccc(F)c23)C2CC2)cc1=O,-3.509
NS(=O)(=O)c1ccc(-c2ccc(C(O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,-3.509
Cc1nc(C(=O)N2CCC[C@@H](COc3ccc(F)cc3)C2)c(-c2ccccc2)s1,-3.509
Cc1ccc(-c2cn(Cc3cccc4ccccc34)c3cccc(-c4ccccc4C(=O)O)c23)cc1,-3.509
CC(C)CNC(=O)c1ccc(Br)c(S(=O)(=O)N(C)Cc2ccccc2)c1,-3.509
O=C1N[C@H](c2cncc(C#C[C@H]3C[C@@H](F)C3)c2)[C@@H](c2cccc(F)c2)O1,-3.508
CCCN(CCC)[C@H]1CCc2ccccc2C1,-3.508
O=C(NCCCCN1CCN(c2ccccc2Cl)CC1)c1ccc2ccccc2c1,-3.508
O=C(Nc1cnc(-c2ccncn2)c(-c2ccco2)n1)C1CC1,-3.508
Nc1nc(N2CCN3C[C@@H](COc4ccccc4F)CC[C@H]3C2)nc2nc(-c3ccco3)nn12,-3.508
CCCCN1CCC(COC(=O)c2ccc(N)c(OC)c2)CC1,-3.508
CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccccc3Br)cc2[N+](=O)[O-])CC1,-3.508
Cc1nc(-c2ccc(F)c(F)c2)nc(OCCCN2CCCCC2)c1Cl,-3.508
COc1ccc(CN2CCN(S(=O)(=O)Cc3ccccc3)CC2)cc1,-3.508
Cc1cccc(NC(=O)CN2CCC(c3ccccc3)CC2)c1,-3.508
OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,-3.508
CC(C)n1cc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)cc1C(=O)NC1COC1,-3.508
Cc1ccc(C(c2ccccc2Cl)N2C3CCC2CC(O)(c2ccncn2)C3)c(Cl)c1,-3.508
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nnc(C)n4-5)CC3)cccc2n1,-3.507
CC[C@@H](C)[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21,-3.507
CC(C)N1CCCc2cc(OCCCN3CCCCC3)ccc2C1,-3.507
CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCO,-3.506
Cc1cc(OCCCc2c(C(=O)NCC(=O)O)[nH]c3ccccc23)cc(C)c1Cl,-3.506
C1=C(c2c[nH]c3ccccc23)CC2CCC1N2CCOc1cccc2c1OCCO2,-3.506
CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1cccc(Cl)c1)c1cc(F)c(NS(C)(=O)=O)c(F)c1,-3.506
COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4COCc4ccc(OC(F)(F)F)cc4)[C@@H](C2)N(C)CC[C@]315,-3.506
C[N+]1(C)CCC[C@H]1[C@H]1CS[C@](c2ccccc2)(C2CCCCC2)O1,-3.506
CC1(C)CCCC(C)(C)N1CCOc1ccc(Cl)cc1,-3.506
O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccccc1Cl)C1CC1,-3.506
Fc1ccc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)cn1,-3.506
CCCCCn1cc(C(=O)NC(C)c2ccccc2)c(=O)c2ccccc21,-3.506
CCCCCn1cc(C(=O)N[C@H](C)c2ccccc2)c(=O)c2ccccc21,-3.506
Cc1onc(-c2cccc(F)c2)c1COc1ccc(C(=O)NC2CC2)cn1,-3.506
CC(=O)c1ccc(OCCCCN2CCN(c3ncccn3)CC2)cc1,-3.506
CC(C)(C)OC(=O)CN[C@@H]1CC[C@@]2(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,-3.506
CCN(Cc1c(C(F)(F)F)nc2n(-c3c(C)cc(C)cc3C)c(Cl)cn12)CC1CCC1,-3.505
C[C@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-3.505
OC1(C2CCCCC2)CCN(C(c2ccccc2)c2ccccc2)CC1,-3.505
O=C([C@@H]1C[C@H]1F)N1CC2CNCC(C2)C1,-3.505
N#Cc1c(-c2ccc(O)cc2)cc(-c2ccco2)nc1N,-3.505
COC(=O)C1=C(c2ccc3ccccc3c2)CCCCC1,-3.505
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,-3.505
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[S@@+]([O-])c3ccccc32)cc1,-3.505
COc1cccc(C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@H](CN2CCc3cc(F)ccc32)c2ccccc2)c1,-3.505
Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2cccc(C(=O)O)c2)C3=O)cc(C)c1Cl,-3.505
CC[C@H](C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc2cscn2)NC(=O)[C@@H](C)N(C)C1=O,-3.505
O=C(O)c1ccc(NC(=O)C2c3cccc(C(=O)N4CCCCC4)c3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,-3.504
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCCCC3)ncc2c1,-3.504
CN1CC[C@@H](N(C)C(=O)N2CC[C@H](N(C)C(=O)c3ccc(-c4ccc(Cl)cc4)s3)C2)C1,-3.504
Cc1ncnc(OCCCN2CCCCC2)c1Cl,-3.504
FC(F)(F)Oc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,-3.504
N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1ccccc1-c1ccc(C(=O)O)cc1C(=O)O)N2,-3.504
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@@H]1CCNC1,-3.504
O=C(c1c(F)cccc1-c1ncccn1)N1C2CCC1C(Nc1cnc(C(F)(F)F)cn1)C2,-3.504
CC(c1nc(-c2cnc(N)c(OC(F)F)c2)cc(N2C[C@@H]3C[C@H]2CO3)n1)C1CC1,-3.504
CC1CCN(c2cc(C(F)(F)F)ccc2CNC(=O)Cc2ccc3c(c2)CCC3)CC1,-3.504
C[N+]1(Cc2ccccc2)C2CCC1CC(N1CC(c3ccccc3)(c3ccccc3)NC1=O)C2,-3.504
Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)c3ccc(F)cc3)c2)n1,-3.503
O=C(c1cccc2cccnc12)N1CCC(CCc2ccc(F)cc2F)CC1,-3.503
Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C,-3.503
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,-3.503
O=C1c2ccccc2-c2cccc3ccnc1c23,-3.503
CCCCN1C(=O)N(Cc2ccccc2F)C2(CCN(Cc3ccc(-n4ccnc4)cc3)CC2)C1=O,-3.503
c1ccc([C@H]2CCC[C@H](CCN3CCN(c4ccccc4)CC3)C2)cc1,-3.503
Cc1cc(C)cc(-c2cnc(-c3cccnc3)c(C(=O)NCc3ccc(C(F)(F)F)c(F)c3)c2)c1,-3.503
Cc1c(Nc2ccccn2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,-3.503
CC(C(=O)NCc1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(Cl)c1,-3.503
O=C1C(Oc2ccc(Cl)c(Cl)c2)CC=CCN1C(CN1CCCC1)c1ccccc1,-3.503
CCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,-3.502
c1ccc(CN2CCC3(CCc4ccccc4C3)CC2)cc1,-3.502
CCCCN(CC)c1nc(C)nc2c1c(C)c(C)n2-c1c(C)cc(C)cc1C,-3.502
Nc1ncc(-c2cc(N3C[C@@H]4C[C@H]3CO4)nc(N3C[C@H]4CCO[C@H]4C3)n2)cc1OC(F)(F)F,-3.502
CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccsc3)CC2)cc1,-3.502
O=c1[nH]c2[nH]c(-c3ccccc3Cl)cc2c(=O)n1CCN1CCN(c2ccccc2Cl)CC1,-3.502
CCCN(CCC)[C@@H]1CCc2c(ccc3ccoc23)[C@@H]1C,-3.502
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1,-3.502
O=C(Nc1ccccc1C(=O)O)c1ccc2c(c1)C(=O)N(c1ccccc1)C2=O,-3.502
COc1cccc(NC(=O)c2ccc(F)c(C#N)c2)c1,-3.502
COc1cc2c(cc1OC)CN(C)CC2,-3.502
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)C1CCN(c3cccc(Cl)c3)C1)c1cc-2ccn1,-3.502
CN1CC[C@]23Cc4nc5ccc(C(F)(F)F)cc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13,-3.502
NC1=N[C@@H](c2ccc(Cl)cc2C(F)(F)F)CO1,-3.501
CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCCCCCCCCCC4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)cc3)[nH]c2c1=O,-3.501
CCCC(=O)Nc1ccc2c(c1)-c1c(OCC3CC3)c(OC)cc3c1C(C2)N(C)CC3,-3.501
CS(=O)(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,-3.501
CN1c2ccc(Cl)cc2C(c2ccccc2)=NCC1CCNC(=O)c1ccc(F)cc1,-3.501
CN1CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)CC1CCO,-3.501
COc1ccccc1N1CCN(CCCn2cnc3c(cnc4ccccc43)c2=O)CC1,-3.501
CCC(CC)c1cc(C)nn2c(-c3sc(N4CCOCC4)nc3Cl)c(C)nc12,-3.501
COc1ccc(CNc2nc3c(c(N4CCN(C)CC4)n2)CCc2ccccc2-3)cc1,-3.501
COc1ccc(Br)c(CC2CCN(CCc3ccc(OC)c(Cl)c3)CC2)c1,-3.501
CCNc1nc(Nc2cc(F)c(-c3nnc(C)o3)cc2OC)ncc1C(F)(F)F,-3.501
O=C(CSc1nnc(-c2cccs2)n1Cc1ccco1)Nc1ccc2c(c1)OCCO2,-3.501
Cc1ccc(OCCNCCCOc2ccccc2)cc1Cl,-3.501
O=C1COc2ccc(NC(=O)C3CCN(c4ccccc4Cl)CC3)cc2N1,-3.5
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N,-3.5
N#Cc1ccc(NC(=O)Nc2ccc([C@H]3CNCCO3)cc2Br)cn1,-3.5
CN1CC(OCc2ccccc2)(c2ccc(Cl)cc2)C1,-3.5
Cc1ccc(-n2nccn2)c(C(=O)N2CC3CC(Oc4ccc(Br)cn4)C2C3)n1,-3.5
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C)(C)CC3)cc2)cc1[N+](=O)[O-],-3.5
CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,-3.5
CCC[C@H](NC(=O)[C@@H]1Cc2cccc(c2)Oc2ccc(cc2)CCCC(=O)N[C@@H](C2CCCCC2)C(=O)N1)C(=O)C(=O)NCC(=O)N[C@H](C(=O)O)c1ccccc1,-3.5
[11CH3]Oc1ccc2c(c1)CCN(CCCc1c[nH]c3ccc(I)cc13)C2,-3.5
CC(C)C(C(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)C,-3.5
CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2F)C1=O,-3.5
O=C(/C=C/c1cccc(Br)c1)OCCc1ccccc1,-3.499
CCCC(CCC)N1CCc2cn(-c3ccc(OC)nc3OC)c3nc(C)cc1c23,-3.499
N[C@H]1CN2CCC1CC2,-3.499
c1ccc2c(c1)[C@H]1C[C@@]1(c1c[nH]cn1)C21CC1,-3.499
Clc1cnc(Nc2ccc([C@H]3CNCCO3)cc2)nc1,-3.499
CO[C@H]1Cc2ccccc2C2(CCC(NCc3ccc(C)cc3C)CC2)O1,-3.499
O=C(C/C=C/c1cccc(Cl)c1)Nc1nc2ccccc2c(=O)s1,-3.499
CCCCCOC(=O)c1cc(O)c(-c2ccccc2)c(O)c1,-3.499
CCCCCc1cc(O)c2c(c1)CC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,-3.499
COc1ccc2c(c1)c(CC(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c(C)n2C(=O)c1ccc(Cl)cc1,-3.499
COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4COCc4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,-3.499
COc1cc(-n2ccc(-c3ccc(C(F)(F)F)cc3)cc2=O)ccc1OCC(C)(C)O,-3.498
Cc1cccc(C#CC=C2CCN(C(=O)OCCc3ccccc3)CC2)n1,-3.498
NS(=O)(=O)c1ccc(C(=O)N2CCc3cc(O)c(O)cc3C2)cc1,-3.498
O=S(=O)(c1ccccc1)c1ccc(CCc2ccc(F)cc2F)cc1,-3.498
O=C(c1ccno1)N1CC2CNCC2C1,-3.498
O=C(Nc1cccnc1)N1CCc2ccc(Cl)cc21,-3.498
CO[C@@]12CC[C@H](NCC(=O)O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,-3.498
COc1ccc(-c2c(=O)n(CCCCN3CCC(c4c[nH]c5ccccc45)CC3)c(=O)n3ccccc23)cc1,-3.498
Fc1ccc2c(c1)nc(-c1ccccn1)n2-c1ccc(OCCCN2CCCCC2)cc1,-3.498
CCCn1c(=O)n(CCCCN2CCN(c3ccc(F)cc3)CC2)c2ccccc21,-3.498
NC1=N[C@@H](c2cccc(Cl)c2F)CO1,-3.497
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccc(Cl)c1,-3.497
CC1CCN(CCCCCc2ccccc2)CC1,-3.497
O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,-3.497
O=C(Nc1cccnc1)N1CCc2cc(Cl)ccc21,-3.497
CC(=O)CN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,-3.497
CCc1nc(-c2ccc(OC)cc2C(F)(F)F)c(CC)nc1NC(CC)CC,-3.497
CCCN(CC1CC1)c1nc(C)nc2c1sc(=O)n2-c1ccc(C(C)C)cc1Br,-3.497
CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc(O)cc3Cl)cc2[N+](=O)[O-])CC1,-3.497
COc1cc(N2CC3CN(C(=O)c4cc(F)ccc4-n4nccn4)CC3C2)nc(N(C)C)n1,-3.496
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,-3.496
CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1,-3.496
CCCn1c(=O)c2[nH]c(-c3ccc(OCC4CC(=O)N(c5cccc(F)c5)C4)nc3)nc2n(CCC)c1=O,-3.496
O[C@H](CN1CCN2C[C@@H]1CC[C@H]2C(c1ccccc1)c1ccccc1)c1ccccc1,-3.496
O=C(Nc1cccnc1)N1CCc2cc(I)c(Cl)cc21,-3.496
O=C(Nc1ccccc1)N1OCC2CSc3ccc(F)cc3C21,-3.496
CCN(CC#N)C(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2,-3.496
O=S(=O)(C1CC1)N1CCN(C[C@@H]2CC[C@@H](c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1,-3.496
Cc1nc(N)nc(-c2c(Nc3ccc4cccnc4c3)nc3ccccn23)n1,-3.496
CC(C(=O)NCc1cc(C(F)(F)F)nn1-c1cccc(Cl)c1)c1cc(F)ccc1F,-3.496
COCCN1C[C@@H]2C[C@H]1CN2c1cc(-c2cnc(N)c(OC(F)(F)F)c2)nc(N2CC3CC2C3)n1,-3.496
COC1Cc2sc(C=NO)cc2C2(CCN(Cc3ccccc3)CC2)O1,-3.496
O=C1c2ccccc2C(=O)N1CCN1CCN(c2cccc3c2OCCO3)CC1,-3.496
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)N1CCN(c2ccccc2)CC1,-3.496
CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(C)(C)C=N1,-3.496
CCCn1c(=O)c2[nH]c(-c3ccc([N+](=O)[O-])cc3)c(O)c2n(CCC)c1=O,-3.496
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,-3.496
CCCC(NC(=O)[C@@H]1CC(C)(C)CN1C(=O)[C@@H](NC(=O)OCC(C)C)C(C)(C)C)C(=O)C(=O)NCC(=O)N[C@H](C(=O)N(C)C)c1ccccc1,-3.496
C#Cc1ccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,-3.496
O=C1N(Cc2ccccc2)CCCC12CCN(c1nc3ccccc3[nH]1)CC2,-3.495
CCCn1c(=O)c2[nH]c(-c3cnn(CC#Cc4cccc(C(=O)O)c4)c3)nc2n(CCC)c1=O,-3.495
CCCCCCC(C)(C)c1ccc(-c2cc(C)cc(C)c2)c(N)c1,-3.495
CCCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,-3.495
Cc1ccc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cc(F)ccc32)cc1,-3.495
O=C(O)c1ccccc1-c1cccc2c1ccn2CCCOc1cccc2ccccc12,-3.495
Fc1cccc2c1CC[C@@H](NCc1ccccc1)C2,-3.495
CC(C)(C)OC(=O)N[C@@H](CC(=O)Nc1ccc2c(c1)B(O)OC2)C(=O)Nc1ccc2c(c1)B(O)OC2,-3.495
CNCCC(Oc1cccc2ccccc12)c1ccco1,-3.495
CC(C(=O)NC(c1ccccc1)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,-3.495
COc1ccccc1N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,-3.495
Fc1ccc(C(OCCC2CCN(CC3=Cc4ccccc4CC3)CC2)c2ccc(F)cc2)cc1,-3.495
CC(C)(C)c1nc(N2CCN(CCCCCC(=O)NCc3ccccc3)CC2)cc(C(F)(F)F)n1,-3.495
CCCCCCC1=C/C(=C\c2cccc3ccccc23)c2ccccc21,-3.495
O=S(=O)(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-3.495
Cc1ccc(COc2ccn(-c3ccc4c5c(n(C)c4c3)CC3CCCN3C5)c(=O)c2)cn1,-3.495
CCCn1c(=O)c2c(cc(-c3ccc(C)cc3)n2O)n(CCC)c1=O,-3.494
Cc1onc(-c2ccccn2)c1COc1ccc(C(=O)NCC2CC2)cn1,-3.494
CN1CCc2ccc(OCCCN3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2C1=O,-3.494
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccncc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,-3.494
