Smiles,docking score
CC(OP(C)(=O)Cl)C(C)(C)C,-2.919
Cc1c2ccccc2cc2ccc3c(c12)C=CC(=O)C3=O,-2.918
Cc1c([N+](=O)[O-])cc(C)c2c1c1ccccc1n2C,-2.918
CCCCOO,-2.918
COc1cc(F)ccc1[N+](=O)[O-],-2.917
CCC(=O)N(O)c1ccc2ccccc2c1,-2.917
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,-2.917
CC(C#N)CCC#N,-2.916
c1cc(OCC2CO2)c2sncc2c1,-2.916
C1=Cc2c(ccc3nc4ccc5ccccc5c4cc23)CC1,-2.916
C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CCC1(OC(C)=O)C3,-2.915
CC(C)(S)C(=O)NC(CS)C(=O)O,-2.915
Fc1ccc2ccc3cccnc3c2c1,-2.915
Clc1cccc(Cl)c1,-2.914
O=[N+]([O-])c1cc(-c2ccccc2)cc([N+](=O)[O-])c1O,-2.914
CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O,-2.914
CC1=C2C(=COC(C)C2C)C(O)=C(C(=O)O)C1=O,-2.914
OC1CCCCC1,-2.913
CN(C)c1ccc(/C=C/c2ccccc2)cc1,-2.91
CC(N)=O,-2.91
C=Cc1ccc(OC)cc1,-2.91
CC(C)CC=O,-2.909
CC12OOC1(C)c1ccc3cccnc3c1O2,-2.907
Cc1ccc([N+](=O)[O-])c2ccccc12,-2.907
CC(Br)C(N)=O,-2.907
Cn1c(N)nc2nc3ncccc3cc21,-2.906
CCC(C)C=O,-2.906
CCC1CO1,-2.905
Cc1cccc2nc3c(ccc4ccccc43)cc12,-2.905
Cn1ccsc1=[N+]=Nc1c(-c2ccccc2)n(C)c2ccccc12,-2.905
CCOC(=O)CC(C)O,-2.904
Cc1cc2ccccc2cc1[N+](=O)[O-],-2.903
C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45,-2.903
C=Cc1ccc(N)cc1,-2.902
COc1cc(N=Nc2ccccc2)ccc1[N+](=O)[O-],-2.902
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-2.902
O=[N+]([O-])c1cc(C(O)=Nc2ccccc2Br)cs1,-2.901
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,-2.9
COc1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,-2.9
Cc1cccc2c([N+](=O)[O-])cccc12,-2.9
CCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,-2.899
O=CCO,-2.898
O=Nc1ccc(-c2ccccc2)cc1,-2.898
CCNC(=N)N(N=O)[N+](=O)[O-],-2.897
O=C(O)CCC(=O)Nc1cc(Cl)c(Cl)c(Cl)c1,-2.897
N#Cc1ccc(/C=C/c2ccc(N)cc2)cc1,-2.897
CC(=O)/C=C/c1ccco1,-2.896
c1cc2c3c(c1)C1OC1c1cccc(c1-3)C1OC21,-2.896
O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2,-2.895
O=CC1C=COC=C1,-2.893
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,-2.893
CC(Cl)C(Br)CBr,-2.893
O=C(OCC1CO1)c1ccc([N+](=O)[O-])cc1,-2.892
CCCCN(N=O)/C(C=O)=N/O,-2.891
O=C/C=C/c1ccccc1[N+](=O)[O-],-2.891
ClC(Cl)(Cl)c1ccccc1,-2.89
C[N+]1(Cl)C=C(C(=O)O)C=C[CH-]1,-2.889
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,-2.889
O=[N+]([O-])c1ccc2c(c1)cc([N+](=O)[O-])c1ccc([N+](=O)[O-])cc12,-2.887
Clc1nncc2ccccc12,-2.887
CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1,-2.886
O=[N+]([O-])c1cccc(CBr)c1,-2.886
Fc1cccc2cc3c(cc12)-c1cccc2cccc-3c12,-2.886
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,-2.886
O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,-2.884
O=C1c2cc([NH+]([O-])O)ccc2-c2ccc([NH+]([O-])O)cc21,-2.884
C1CCC2(CC1)CO2,-2.884
CCSCCOP(=S)(OC)OC,-2.883
O=[N+]([O-])c1ccc2c(c1)Cc1cccc([N+](=O)[O-])c1-2,-2.883
[O-][NH+](O)c1ccc2c(c1)Cc1cccc([NH+]([O-])O)c1-2,-2.883
c1ccc(CCC2CO2)cc1,-2.883
CC(=O)OC(C(C)=O)N(C)N=O,-2.882
O=[N+]([O-])c1ccc(Cl)cc1Cl,-2.881
[O-][NH+](O)c1ccc(Cl)cc1Cl,-2.881
CCCCCCCCCCCCCCN(OC(C)=O)c1ccc2c(c1)Cc1ccccc1-2,-2.88
CC(C)OC[C@H]1CO1,-2.878
COC1=CC=CC=CC1,-2.878
c1ccc(-c2ccc(OCC3CO3)cc2)cc1,-2.878
c1ccc(NNc2ccccc2)cc1,-2.877
Cc1cccc(C)c1,-2.877
O=CC=Cc1ccc([N+](=O)[O-])o1,-2.876
CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,-2.874
CCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,-2.874
C[C@@H](O)CBr,-2.873
Cc1ccc(C)c([N+](=O)[O-])c1,-2.873
Cc1ccc(C)c([NH+]([O-])O)c1,-2.873
O=[N+]([O-])c1cc(Cl)ccc1Cl,-2.872
N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,-2.872
O=[N+]([O-])C1=Cc2cccc3c2c1cc1cc2ccccc2cc13,-2.872
O=[N+]([O-])c1c2ccccc2cc2c1ccc1ccccc12,-2.872
O=C(O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,-2.871
CCSCCSP(=S)(OC)OC,-2.869
Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,-2.868
CC(=O)Nc1ccc(C(=O)C2OC2c2ccccc2)cc1,-2.867
CCCC[C@@H](CC)COS(=O)(=O)O,-2.867
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,-2.867
CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,-2.866
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,-2.866
CCCCN(CC(O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,-2.866
CC(=O)c1ccc([N+](=O)[O-])cc1,-2.865
CC(=O)c1ccc([NH+]([O-])O)cc1,-2.865
c1ccc2c(c1)Cc1ccccc1-2,-2.865
c1ccc(CC2CO2)cc1,-2.865
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,-2.865
O=[N+]([O-])c1cccc2nc3c([N+](=O)[O-])cccc3nc12,-2.865
O=c1oc2ccc([N+](=O)[O-])c3ccc4cccc1c4c23,-2.865
N#Cc1cccc(C#N)c1,-2.864
C=CCC1C(=O)CC(OC(=O)C2C(C=C(C)C)C2(C)C)=C1C,-2.864
CN(C)C(=S)SNCCNSC(=S)N(C)C,-2.863
ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,-2.862
c1ccc2cc(OCC3CO3)ccc2c1,-2.862
O=C(OCc1ccccc1[N+](=O)[O-])c1ccccc1,-2.861
COc1cc2c3c(cc4cc5c(cc4c3c1OC)OCO5)N(C)CC2,-2.861
CNc1ncn(C)c1C(=O)N(C)N=O,-2.86
Cc1cc(S(=O)(=O)O)ccc1N,-2.859
O=C1c2ccccc2-c2ccc3ccc4ccccc4c3c21,-2.859
CC(C)=[N+]([O-])[O-],-2.858
CCN(CC)c1ccccc1,-2.857
COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,-2.857
Cc1ccc(N=C=O)cc1N=C=O,-2.855
C[N+](C)(C)CC1CO1,-2.854
c1ccc(SCCSc2ccccc2)cc1,-2.854
CN(C)C(=O)c1nc2n(n1)-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-2.854
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,-2.854
O=c1oc2cc(-n3nc4ccc5ccccc5c4n3)ccc2cc1-c1ccccc1,-2.853
O=C1OC(O)C(C(Cl)Cl)=C1Cl,-2.853
O=C(O)c1ccc(Cl)cc1,-2.853
C1=CC2OC2c2ccc3c4c5c(cccc5cc3c21)C=C4,-2.852
NCCS(=O)(=O)O,-2.852
O=C(O)c1ccccc1Cl,-2.851
CN(C)N=Nc1ccc(Cl)cc1,-2.851
CC1CNCC(C)O1,-2.85
[O-][NH+](O)c1ccc(/C=N/O)o1,-2.85
CCCCCCC(C)(C)C(=O)OC[C@@H]1CO1,-2.849
Fc1ccccc1,-2.849
O=[N+]([O-])c1ccccc1CBr,-2.849
O=[N+]([O-])c1ccc2c3c([N+](=O)[O-])ccc4cccc(c5cccc1c52)c43,-2.849
O=C(Nc1ccc(Br)cc1)c1csc([N+](=O)[O-])c1,-2.848
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,-2.848
O=[N+]([O-])c1ccc(O)cc1,-2.848
[O-][NH+](O)c1ccc(O)cc1,-2.848
Fc1ccc2c3c(cccc13)-c1c-2ccc2ccccc12,-2.847
COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O,-2.846
CC(C)(C)OC(=O)[C@H](N)CN=[N+]=[N-],-2.846
C(=NC1CCCCC1)=NC1CCCCC1,-2.846
NC(CC(=O)O)C(=O)O,-2.845
CCCCCOc1ccc(N=O)cc1,-2.845
O=C(O)C(O)C(O)C(=O)O,-2.844
Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,-2.844
CCCCC(CC)COCC1CO1,-2.844
CCNCC,-2.844
O=C=Nc1ccc(N=C=O)cc1,-2.843
CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,-2.843
CN(Cc1ccc(C(=O)O)cc1)N=O,-2.843
O=[N+]([O-])c1cccc(I)c1,-2.842
[O-][NH+](O)c1cccc(I)c1,-2.842
Fc1c(F)c(F)c(Cl)c(F)c1F,-2.841
CN(N=O)c1ccccn1,-2.841
O=[N+]([O-])c1ccc2c(c1)Oc1ccc([N+](=O)[O-])cc1O2,-2.841
Clc1nncc2cccnc12,-2.84
C=CC1CC2C=CC1C2,-2.84
CNP(=O)(N(C)C)N(C)C,-2.839
CCOc1ccccc1[N+](=O)[O-],-2.839
CCOc1ccccc1[NH+]([O-])O,-2.839
CC(C)c1ccccc1,-2.839
CCN(CCCO)N=O,-2.839
C=Cc1ccc(C)cc1,-2.838
CC(C[N-][N+]#N)c1ccccc1,-2.837
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,-2.836
O=C(CCl)NCO,-2.836
c1ccc2c(c1)CCNC2,-2.836
O=C(O)CC(O)(CC(=O)O)C(=O)O,-2.835
CC(C)CN(CC(C)C)CC(C)C,-2.835
O=C(Cl)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.835
O=C(Cl)c1cc([NH+]([O-])O)cc([NH+]([O-])O)c1,-2.835
O=[N+]([O-])c1cccc2c1c([N+](=O)[O-])cc1ccccc12,-2.834
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-2.834
O=NN1CCS[C@H]1CO,-2.834
COC(=O)/C(=C/c1ccc(Br)o1)[N+](=O)[O-],-2.833
COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,-2.833
COc1cc2c(c3oc(=O)c4c(c13)C(Cl)C(Cl)C4=O)C1C=COC1O2,-2.833
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,-2.833
Cc1c(N=C=O)cccc1N=C=O,-2.832
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-2.832
O=[N+]([O-])c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,-2.832
CN(C)N=Nc1ccccc1,-2.83
CCCCC(CC)COS(=O)(=O)O,-2.829
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,-2.829
O=S(=O)(Nc1ccccc1Cl)c1cccc2cccnc12,-2.829
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,-2.829
CC1CN(N=O)C(C)CN1N=O,-2.829
O=[N+]([O-])c1ccc(C=C=[N+]([O-])O)o1,-2.828
Cc1ccc2cccc([NH+]([O-])O)c2n1,-2.828
CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,-2.826
O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21,-2.826
O=S(=O)(O)OCc1ccc2ccc3cccc4ccc1c2c34,-2.826
CC(=O)OC1C2CC(C)(C)CC2=C(C=O)C2(C=O)CC12C,-2.825
[NH-][NH+]=CC(=O)NCC(=O)NN,-2.825
CNC(=O)N(O)C(=O)NC,-2.825
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-2.824
O=C1OCC(Br)=C1Br,-2.819
COc1cccc2c1OC1(C)OOC21C,-2.818
CS(=O)(=O)OCCCCOS(C)(=O)=O,-2.818
O=[N+]([O-])c1ccc2cccc3c2c1CC3,-2.817
C1=c2ccccc2=C2Cc3ccccc3C3=C4OC4=C1C32,-2.817
O=[N+]([O-])c1cccc(Br)c1,-2.817
O=[N+]([O-])c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,-2.816
CC(C)NC(C)C,-2.815
O=C(O)C=Cc1cccc([N+](=O)[O-])c1,-2.815
CC1(c2ccc([N+](=O)[O-])cc2)CO1,-2.815
CC(=O)OCc1ccccc1[N+](=O)[O-],-2.815
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,-2.815
[O-][NH+](O)c1cc([NH+]([O-])O)c(Cl)c([NH+]([O-])O)c1,-2.815
CCCCOc1ccc(CC(=O)NO)cc1,-2.814
CC(C)CC(=O)CC(C)C,-2.814
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,-2.814
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.814
CCN(N=O)C(N)=O,-2.813
CCNS(=O)(=O)c1ccc(C)cc1,-2.812
O=S1OC[C@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,-2.812
CCCCON(OC(C)=O)C(=O)c1ccc(OC)cc1,-2.812
COC(=O)c1ccc(CN(C)N=O)cc1,-2.81
OCCCCCl,-2.81
Cc1ccc(OCC2CO2)cc1,-2.809
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2.809
Cc1cc(C#[N+][O-])cc(C#[N+][O-])c1,-2.809
O=[N+]([O-])c1ccc(-c2cscn2)o1,-2.808
[O-][NH+](O)c1ccc(-c2cscn2)o1,-2.808
COC(O)=C1C(C)=NC(COC(N)=O)=C(C(=O)OC(C)C)[C@H]1c1cccc(Cl)c1Cl,-2.806
O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCC=C2,-2.806
O=[N+]([O-])c1cc2ccccc2c2ccccc12,-2.805
COc1cc2c(c3oc(O)c4c(O)ccc-4c13)C1C(O2)OC2OC21,-2.805
CC12CCC(CC1)C(C)(C)O2,-2.805
O=C(NCO)NCO,-2.803
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-2.803
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,-2.802
ClCCOP(OCCCl)OCCCl,-2.802
CC12CCC(C1)C(C)(C)C2=O,-2.801
Nc1ccccc1S(=O)(=O)O,-2.801
CC(=O)/C=C\C1=C(C)CCCC1(C)C,-2.799
CC(C)CCCC(C)C1CCC2C3CC4N(N5C(=O)c6ccccc6C5=O)C45CC(Cl)CCC5(C)C3CCC12C,-2.799
O=C(O)C=Cc1ccc([N+](=O)[O-])cc1,-2.798
COC(C)(C)CC(C)=O,-2.798
c1ccc2c(c1)cc(C1CO1)c1ccccc12,-2.798
c1ccc2c(c1)cc([C@@H]1CO1)c1ccccc12,-2.798
C[n+]1c2ccccc2nc2ccccc21,-2.798
O=C(O)/C=C/c1cccc([N+](=O)[O-])c1,-2.797
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,-2.797
CSCC(N)C(=O)O,-2.797
Cc1cc(C)c2nc3c(ccc4ccccc43)c(C)c2c1,-2.797
Cc1cc2ccccc2c2ccc3c(c12)C=CC(=O)C3=O,-2.797
CCCCCCCCCCCCCCCCCC[N+](C)(C)[CH-]c1ccccc1,-2.797
CN(C)C(c1ccccc1)(c1ccccc1)N(C)C,-2.797
O=[N+]([O-])c1cccc2c1ccc1cccc([N+](=O)[O-])c12,-2.796
CCCCCCOC(=O)c1ccccc1,-2.796
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-2.796
CCN1CCOCC1,-2.795
O=[N+]([O-])c1cc2ccc(N(CCCl)CCCl)cc2o1,-2.795
Cc1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-2.794
ClCc1ccccc1,-2.794
Cc1ccc(Cl)cc1[N+](=O)[O-],-2.793
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-2.793
N#CC(C#N)=Cc1ccc([N+](=O)[O-])o1,-2.792
Cc1ccc(S(=O)(=O)O)cc1C,-2.792
O=C(O)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,-2.792
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],-2.792
Cc1cccc2ccc3cc4ccccc4cc3c12,-2.791
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,-2.791
Cc1c(C)c(Br)c(Br)c(Br)c1Br,-2.79
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,-2.79
[O-][NH+](O)c1ccc(Cl)c(Cl)c1,-2.79
Cc1cc(C)nc(SC(=O)OC(C)(C)C)n1,-2.79
CC(=O)NC(CS/C(F)=C(\F)C(F)(F)F)C(=O)O,-2.789
CC1(C)CCCC(C)(C)N1O,-2.789
CC(C)(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,-2.789
CCN(CC)c1ccc([N+](=O)[O-])cc1,-2.788
Cc1ccccc1OCC1CO1,-2.788
CN(Cc1ccc(F)cc1)N=O,-2.787
O=C1OCC(Cl)=C1Cl,-2.787
C=CCOC(=O)c1ccccc1C(=O)OCC=C,-2.785
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.785
CCCCN(N)CCCC,-2.785
O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,-2.784
Cc1ccccc1Br,-2.783
c1ccc2cnncc2c1,-2.783
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-2.782
Cc1ccc(C(=O)O)cc1,-2.781
O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccccc1,-2.781
C=C(C)C1CCC2(C)OC2C1,-2.78
O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1,-2.78
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,-2.778
CC(=O)OC(C)C,-2.778
O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)C=CCC2,-2.778
c1ccc(Oc2ccccc2)cc1,-2.777
CCCCC(CC)COC(=O)c1cccc(C(=O)OCC(CC)CCCC)c1,-2.776
COc1cc2c(c3oc(O)c4c(O)ccc-4c13)C1C=COC1O2,-2.776
BrCc1ccccc1,-2.775
O=[N+]([O-])c1cccc(Cl)c1Cl,-2.775
[O-][NH+](O)c1cccc(Cl)c1Cl,-2.775
CC(C)OP(C)(=O)F,-2.774
Fc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,-2.774
CCCCCCCCBr,-2.774
COC(=O)c1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,-2.774
O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])o1,-2.773
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,-2.773
CC(=O)NC(CS)C(=O)O,-2.772
CCCCCCCCCC=CCC1CC(=O)OC1=O,-2.771
c1cc[nH]c1,-2.771
CCOc1ccc([N+](=O)[O-])cc1,-2.77
CN(Cc1ccccc1)N=O,-2.77
CC(C)OC(=O)CCl,-2.767
NC(=O)CBr,-2.766
COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)CC3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)C23,-2.766
COC(=O)C1=CCCN(C)C1,-2.766
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,-2.765
O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,-2.765
C1COCC2(C1)CO2,-2.765
COc1ccc(CON(OC(C)=O)C(=O)c2ccccc2)cc1,-2.764
O=[N+]([O-])c1c2ccccc2c2ccc3cccc4ccc1c2c43,-2.763
CC(N)(CN=[N+]=[N-])C(=O)O,-2.762
CC(=O)ON(C(C)=O)c1ccccc1C,-2.761
CC(C)OCC1CO1,-2.759
O=C(O)COc1ccc(Cl)cc1,-2.759
O=C/C=C/c1ccc([N+](=O)[O-])o1,-2.759
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,-2.759
ClC(Cl)c1ccccc1,-2.756
CCCC[C@@H](CC)COP(=O)(OC[C@H](CC)CCCC)OC[C@H](CC)CCCC,-2.754
c1cc2ccc3cccc4ccc(c1)c2c34,-2.753
CC1=CC[C@H]2C[C@@H]1C2(C)C,-2.753
CCC(=O)C(C)=O,-2.751
O=[N+]([O-])c1cccc2c1ncc1cnc3ccccc3c12,-2.751
O=C(O)c1cccc(C(=O)O)c1,-2.751
COc1cc(OC)c2c(c1)OC1OC3OC3C21,-2.75
Fc1ccc2c3c(cccc13)-c1cc3ccccc3cc1-2,-2.749
C=CC1CN2CCC1CC2C(OC(=O)C(C)O)c1ccnc2ccc(OC)cc12,-2.749
Cl/C=C(/Cl)COCCCl,-2.749
CCCCCC(N)=O,-2.749
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-2.748
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-2.748
CC(Br)(CCl)CBr,-2.748
O=[N+]([O-])c1ccc2c(ccc3ccccc32)c1,-2.748
CCCCN(COC(C)=O)N=O,-2.747
O=[N+]([O-])c1ccc(CCl)cc1,-2.747
[O-][NH+](O)c1ccc(CCl)cc1,-2.747
O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34,-2.747
CC1C=C(C=O)C(C=O)=CC2CC(C)(C)CC12,-2.746
O=C(O)c1ccccc1,-2.746
NC(CSC/C=C/Cl)C(=O)O,-2.746
N#CCCCCC#N,-2.746
CCSCCC(N)C(=O)O,-2.744
O=[N+]([O-])c1ccccc1-c1ccccc1,-2.744
N#[N+]c1ccc([N+](=O)[O-])cc1,-2.744
COc1cc(OC)c2c(=O)c3cc(OC)ccc3oc2c1,-2.741
O=[N+]([O-])c1cccc(CCl)c1,-2.741
[O-][NH+](O)c1cccc(CCl)c1,-2.741
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-2.741
O=[N+]([O-])C1=Cc2cccc3cccc1c23,-2.741
C[C@]1(c2ccc([N+](=O)[O-])cc2)CO1,-2.741
ClCCC(Br)CBr,-2.74
C1=COc2c(c3cc4ccccc4cc3c3ccccc23)C=C1,-2.74
CC(=O)ON(OCc1ccc(Cl)cc1)C(=O)c1ccccc1,-2.74
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2.739
O=[N+]([O-])c1ccc(-[n+]2nc(-c3ccccc3)nn2-c2ccc(I)cc2)cc1,-2.738
O=NN(CCCl)C(=O)NC1CCCCC1,-2.738
C1CSCCO1,-2.738
ClC[C@H]1CO1,-2.737
CC1=CCC2CC1C2(C)C,-2.737
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@H]4[C@H](C)CCCC(C)C)[C@@H]3C[C@@H]3N(N4C(=O)c5ccccc5C4=O)[C@@]32C1,-2.737
CN(C)c1ccccc1,-2.736
O=C(O)C1CSCN1,-2.736
O=C(O)[C@@H]1CSCN1,-2.736
COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)[C@@H]1C=CO[C@H]1O4,-2.736
C=CN=Nc1ccccc1,-2.736
c1cnc2c(c1)ccc1cccnc12,-2.735
c1scc2c1-c1cscc1C1OC21,-2.735
[O-][NH+](O)c1ccc(/N=N/c2ccccc2)cc1,-2.735
Fc1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-2.735
O=C/C(Br)=C/c1ccccc1,-2.734
CC1CN(N=O)CC(C)O1,-2.734
Cc1cccc(N=O)c1,-2.732
C=C(C)C1CC=C(C)CC1,-2.732
C=C(C)[C@@H]1CC=C(C)CC1,-2.732
O=C(O)COc1ccccc1,-2.73
Cc1cccc(C)c1C,-2.729
O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl,-2.729
[O-][NH+](O)c1c(O)c(Cl)cc(Cl)c1Cl,-2.729
O=C(O)c1c(Cl)cccc1Cl,-2.729
CC(C)(C)CC(C)(C)c1ccc(OCCOC[CH-][N+](C)(C)Cc2ccccc2)cc1,-2.729
COC(=O)C(C)=Cc1ccc([N+](=O)[O-])o1,-2.729
COC(=O)/C(C)=C/c1ccc([N+](=O)[O-])o1,-2.729
CCCCCCC(O)CC=CCCCCCCCC(=O)O,-2.728
CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,-2.727
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,-2.727
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,-2.726
c1cc(OC[C@H]2CO2)cc(OC[C@H]2CO2)c1,-2.726
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccn2)cc1,-2.726
Cc1ccc([N+](=O)[O-])cc1N=O,-2.725
COC(=O)/C(Br)=C(\OP(=O)(OC)OC)c1ccc(Cl)cc1Cl,-2.724
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-2.723
COc1c(C(C)(C)C)cc([NH+]([O-])O)c(C)c1[NH+]([O-])O,-2.723
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-2.722
CCSCC[C@H](N)C(=O)O,-2.722
CC(S)C(=O)NCC(=O)O,-2.722
CC(C)CC[C@@H](C)Nc1ccc(N[C@H](C)CCC(C)C)cc1,-2.721
N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,-2.721
[N-]=[N+]=CC(=O)NCC(=O)NN,-2.721
C=C(C)C1CO1,-2.72
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-2.718
CC(=O)CN(CC(C)=O)N=O,-2.718
c1ccc(CN2CCN=N2)cc1,-2.717
O=C(O)CO,-2.717
CCCCCCCCCCSCn1cc[n+](C)c1,-2.717
c1ccc2c3c4c(cc5ccccc5c4cc2c1)C1=C3CCCC1,-2.716
O=[N+]([O-])c1cc2c3c(c1)CCc1cccc(c1-3)CC2,-2.716
C1=CC2C3C=CC(C3)C2C1,-2.715
